Customer ID,Full Name,Email Address,Phone Number,Registration Date,Purchase Amount,Product Category,Satisfaction Score (1-5),Country,Customer Age,Gender,Order Status,Discount Applied,Shipping Cost
CUST_101087,Donald Moore,donald.25@,,8/23/2018 0:00,589.61,Automotive,4,Germany,63,Female,Delivered,Yes,43.45
CUST_100887,Susan Smith,susan.37@outlook.com,427-302-4229,6/16/2018 0:00,159.95,  Electronics  ,4,UK,65,Female,Cancelled,Yes,15.14 EUR
CUST_101341,Robert Miller,robert.78@hotmail.com,193-922-3400,11/4/2018 0:00,674.86,Sports,5,Germany,24,Female,Cancelled,Yes,25.95
CUST_101626,Steven Moore,user1626@invalid,721-700-7144,12/26/2019 0:00,574.51,Toys,1,JP,128,Female,Cancelled,No,39.12
CUST_101137,Karen Taylor,karen.49@,666-497-5709,9/19/2020 0:00,685.76,Books,2,USA,67,Female,Cancelled,NO,16.5
CUST_100599,James Wilson,james.79@hotmail.com,1001536269,9/22/2024 0:00,578.79,Automotive,4,Canada,48,Male,Delivered,Yes,
CUST_100365,Richard Hernandez,richard.38@gmail.com,889-869-6711,1/25/2023 0:00,,Sports,Bad,Australia,63,Female,Delivered,Yes,29.39
CUST_101073,David Johnson,david.36@,952-312-8761,1/2/2019 0:00,Free,,5,JP,80,Female,Pending,Yes,24.43
CUST_101422,Donna Miller,  user176@gmail.com  ,510-707-1467,7/28/2021 0:00,145.79,,1,CAN,75,Male,Shipped,Yes,$47.32 
CUST_101755,Anthony Taylor,anthony.59@,354-954-6741,3/11/2018 0:00,402.85,Sports,4,USA,44,Male,Delivered,No,46.72
CUST_101838,Daniel Thomas,daniel.53@hotmail.com,251-165-6806,9/15/2021 0:00,117.92,,3,germany,25,Male,Delivered,No,27.6
CUST_101531,"  Robert Jackson  	",robert.56@hotmail.com,570-350-8268,3/22/2021 0:00,Free,Toys,5,,59,Female,Delivered,Yes,35.4
CUST_100720,Karen Smith,user720@invalid,9224807950,9/3/2023,237.17,Clothing,Excellent,JP,79,Female,Delivered,Yes,35.59
CUST_100071,Betty Williams,,915-890-6060,N/A,106.64,Home & Garden,3.5,France,53,Female,Delivered,No,32.12
CUST_101117,Maria Taylor,maria.14@outlook.com,350-639-5383,4/9/2023 0:00,324.98,Sport,6,CAN,24,Female,Cancelled,No,7.37
CUST_100259,MARIA TAYLOR,maria.71@hotmail.com,600-127-4058,1/23/2021 0:00,796.58,Clothing,,Canada,31,Male,Pending,Yes,35.48
CUST_100051,Donna Hernandez,donna.70@company.com,,8/14/2027,,,3,,28,Male,Shipped,No,46.91
CUST_100198,Maria Martinez,maria.43@,2783245292,7/18/2019 0:00,795.7,  Home & Garden  ,Good,USA,20,Male,Delivered,No,45.32 USD
CUST_100670,matthew wilson,matthew.37@company.com,212-329-2666,4/2/2018 0:00,634.45,Toys,2,United Kingdom,50,Female,Pending,TRUE,21.93
CUST_100707,Thomas Williams,thomas.32@hotmail.com,554-900-1216,11/2/2022,448.83,Automotive,4,France,53,Female,Cancelled,Yes,22.28
CUST_100332,Sandra Thomas,sandra.11@,757-138-4900,5/8/2022 0:00,273.23,,4,United States,50,Female,Pending,Yes,44.25
CUST_101421,Mark Moore,mark.68@hotmail.com,(536) 892-5413,12/27/2019 0:00,277.78,Automotive,3,AUS,38,Female,Pending,Yes,22.17
CUST_101983,Susan Gonzalez,susan.74@gmail.com,420-465-4326,5/12/2024 0:00,9.24,Automotive,1,US,58,Female,Shipped,No,
CUST_101013,Anthony Taylor,anthony.83@company.com,502-228-7601,8/26/2023,320.82,Sports,3,United Kingdom,36,Male,Delivered,Yes,37.25
CUST_101652,RICHARD WILSON,richard.95@company.com,576-562-3493,N/A,755.04,Books,4,Germany,39,Female,Delivered,No,44.45
CUST_100318,Mark Wilson,mark.33@gmail.com,970-682-3809,7/22/2023 0:00,75.03,ELECTRONICS,5,France,28,Female,Cancelled,No,31.42
CUST_101370,Emma Martinez,emma.15@yahoo.com,222-157-8264,9/30/2024 0:00,359.01,Electronics,1,UK,64,Male,Pending,Yes,45.57
CUST_100982,Carol Brown,carol.77@yahoo.com,911-911-6685,9/30/2024 0:00,472.27,Toys,4,US,23,Male,Pending,Yes,
CUST_101916,Sandra Davis,sandra.12@gmail.com,806.328.2155,9/24/2023 0:00,336.97,Electronics,3,France,63,Female,Pending,Yes,36.38 EUR
CUST_101491,David Taylor,david.92@outlook.com,-4549,8/30/2020 0:00,$176.00 ,Sports,4,UK,72,Male,Delivered,TRUE,23.93
CUST_100426,Thomas Wilson,  user89@gmail.com  ,-9946,6/6/2019 0:00,183.9,Books,1,United Kingdom,49,Male,shipped,No,42.97
CUST_100590,Karen Martinez,karen.87@company.com,-2372,7/13/2022 0:00,295.85,Electronics,Bad,USA,70,Female,Shipped,Yes,19.05
CUST_101916,Sandra Davis,sandra.12@gmail.com,806.328.2155,9/24/2023 0:00,336.97,Electronics,3,France,63,Female,Pending,Yes,36.38 EUR
CUST_101501,JANE MOORE,  user90@gmail.com  ,180-746-8971,11/15/2023 0:00,746.97,Books,1,DE,12,,Cancelled,Yes,$47.00 
CUST_100704,Donna Martinez,donna.58@yahoo.com,526-253-3988,9/15/2019 0:00,320.16 USD,Home & Garden,2,,,Male,Pending,No,6.11
CUST_100764,Carol Jones,user764@,974-174-4654,2/7/2018 0:00,,Home & Garden,4,UK,44,Male,Shipped,No,18.68
CUST_101855,Anthony Lopez,,451.287.2570,9/15/2024 0:00,256.53,Clothing,5,FR,70,Female,cancelled,Yes,20.55
CUST_101612,Nancy Thomas,nancy.30@company.com,422-560-6046,3/10/2019 0:00,365.48,HOME & GARDEN,2,,64,male,Pending,Yes,9.19
CUST_100343,Michael Jones,michael.74@hotmail.com,(706) 662-4348,12/8/2021 0:00,726.66,Toys,N/A,UK,twenty-five,Male,Delivered,No,47.49
CUST_100398,Betty Brown,betty.32@company.com,107-781-1685,8/9/2020 0:00,465.29,  Toys  ,1,United States,80,Female,Cancelled,Yes,30.26
CUST_101503,Matthew Wilson,matthew.30@yahoo.com,642-478-5981,7/29/2019 0:00,793.53,Electronics,4,Canada,31,Male,Pending,No,43.49
CUST_100292,Jennifer Martinez,jennifer.89@company.com,830-548-3297,3/27/2023 0:00,51.91,Electronics,4,CAN,41,Female,Pending,yes,35.92
CUST_100777,Mark Lopez,mark.97@outlook.com,876-800-7929,2/13/2023 0:00,"$4,791.00 ",Automotive,3,US,46,Female,Pending,Yes,30.23
CUST_101800,Maria Lopez,,441-460-9818,2/5/2021 0:00,,Books,5,US,50,Male,Cancelled,No,17.91
CUST_101442,Thomas Jones,thomas.40@,869-507-2265,1/7/2023 0:00,173.07,Clothing,4,United States,58,Female,Pending,Yes,5.42 USD
CUST_100141,donna brown,donna.70@outlook.com,789-765-1849,1/30/2022 0:00,605.74,Sports,2,United States,34,Female,Delivered,No,19.14
CUST_101157,Sarah Miller,sarah.95@company.com,981-550-6199,4/6/2018 0:00,221.9,Books,1,AUS,54,Female,Pending,Yes,
CUST_100002,"  Lisa Davis  	",lisa.39@gmail.com,442-938-3257,7/20/2023 0:00,780.33,Books,3,FR,66,Female,Delivered,Yes,49.42
CUST_101605,Richard Anderson,user1605@invalid,315-684-3532,9/6/2019 0:00,693.64,Electronics,2,Australia,31,female,Cancelled,Yes,44.52
CUST_100339,Michael Martinez,michael.92@hotmail.com,490-633-6269,4/24/2023 0:00,435.84,Home & Garden,,United Kingdom,80,Female,Delivered,No,10.13
CUST_101036,Mark Thomas,mark.56@gmail.com,814-919-2758,9/22/2019 0:00,65.42,Sports,3,CAN,77,Male,Shipped,No,21.63
CUST_100265,Sarah Martin,sarah.38@,860-170-7373,8/17/2022 0:00,407.11,Books,2,DE,36,Male,Delivered,1,10.39
CUST_100376,Emma Johnson,emma.96@company.com,997-533-3716,4/21/2019 0:00,52.32,Books,,USA,34,Male,Shipped,Yes,35.7
CUST_101112,Maria Anderson,maria.53@hotmail.com,507.590.3005,8/10/2021 0:00,175.52,Toys,2,Australia,52,Female,Shipped,No,26.36
CUST_100439,Donna Rodriguez,  user35@gmail.com  ,533-427-6980,4/9/2023 0:00,249.63,Books,1,France,26,Male,Delivered,Yes,34.9
CUST_100271,Robert Rodriguez,robert.68@,719-926-5044,,,Automotive,5,,53,Female,delivered,Yes,$17.18 
CUST_100244,donna wilson,donna.19@hotmail.com,572-448-2406,4/12/2022 0:00,752.89,Automotive,1,United States,65,Female,Delvered,No,49.61
CUST_101420,"  Ruth Thomas  	",user1420@invalid,339-881-9306,4/16/2019 0:00,521.87,Home & Garden,2,united states,72,Female,Shipped,No,49.77
CUST_101582,michael jones,john.smith@gmail.com,235-635-5960,5/2/2019 0:00,253.01,Sports,5,JP,50,Female,Pending,Yes,21.29
CUST_101840,Sarah Jackson,sarah.77@hotmail.com,683-358-1451,4/23/2019 0:00,716.25,TOYS,5,Germany,38,Male,Pending,Yes,
CUST_100139,Jane Gonzalez,jane.78@,797-673-8437,N/A,444.21,Cloth,5,Japan,,Female,Delivered,Yes,24.93
CUST_100415,Matthew Hernandez,USER415@GMAIL.COM,727-913-2333,10/6/2018 0:00,345.64,Automotive,5,United States,58,Female,Shipped,No,21.27
CUST_100273,John T@ylor,john.97@yahoo.com,140-854-2492,1/9/2023 0:00,277.03,Home & Garden,2,USA,twenty-five,Male,Cancelled,Yes,6.48
CUST_100905,Lisa Hernandez,lisa.65@hotmail.com,,,673.97,,1,,51,Female,Shipped,No,35.98
CUST_100250,Lisa Miller,lisa.82@hotmail.com,-8944,5/3/2021 0:00,151.98,Sports,1,DE,44,Male,Shipped,Yes,6.88
CUST_100413,Susan Lopez,susan.81@yahoo.com,994-146-6333,5-Jun-19,457.67,Books,,United Kingdom,41,Male,Shipd,Yes,39.98
CUST_101952,Matthew Williams,matthew.84@company.com,453-751-8454,6/28/2020 0:00,135.68 USD,Toys,,USA,73,Male,Cancelled,No,39.66
CUST_100310,Carol Williams,carol.47@outlook.com,654-504-8010,3/10/2022 0:00,570.54,Electronics,3,France,31,Male,Cancled,Yes,44.77 USD
CUST_100637,Matthew Thomas,USER637@GMAIL.COM,518-726-5831,11/11/2022 0:00,68.12,Toys,2,Canada,50,Female,Pending,No,19.1
CUST_100745,CAROL LOPEZ,carol.80@gmail.com,799-496-4917,5/9/2020 0:00,663.4,Clothing,3,,51,Female,Cancelled,Y,7.51
CUST_100425,Mark Thomas,mark.97@gmail.com,434-492-5593,7/9/2020 0:00,770.73,Sports,1,,47,Female,Pending,No,20.35
CUST_101961,Jennifer Johnson,user1961@invalid,563-554-7364,9/17/2018 0:00,147.44,Home & Garden,3,CAN,24,Female,Pending,No,$38.44 
CUST_101089,Jane Miller,jane.52@outlook.com,660.936.6400,,348.43,Home & Garden,1,CAN,29,Male,,No,$29.07 
CUST_100816,Donna Jones,donna.98@hotmail.com,912-575-7765,1/14/2018 0:00,114.2,Toys,3,United Kingdom,30,Female,Delivered,No,49.32
CUST_101939,Betty Garcia,betty.13@yahoo.com,425.158.2824,3/22/2022 0:00,66.19,Electronics,4,CAN,64,Female,Cancelled,Yes,44.29
CUST_100755,lisa jones,lisa.51@hotmail.com,243-226-8999,5/9/2024 0:00,18.44,Automotive,3,Germany,61,Female,Pending,Yes,43.4 EUR
CUST_101639,Donna Williams,donna.23@hotmail.com,571-470-6456,12/6/2022 0:00,579.79,Books,1,AUS,79,Male,Cancelled,,26.57
CUST_100936,Thomas Jackson,thomas.35@,(663) 186-6806,1/31/2021 0:00,734.73,Books,3,US,80,Male,Pending,No,9.39
CUST_100526,Matthew Jones,matthew.85@,970-512-8812,9/27/2024 0:00,660.78,Electronics,3,Germany,55,Male,Delivered,No,39.63
CUST_101657,Anthony Williams,anthony.13@gmail.com,119-108-4690,1/22/2024 0:00,,Home & Garden,3,,27,Female,Shipped,No,19.01
CUST_100382,James Williams,james.71@company.com,507-815-6047,2/17/2022 0:00,525.47,Home & Garden,4,AUS,67,Female,Cancelled,Yes,17.52
CUST_100182,Daniel Taylor,daniel.18@outlook.com,955-672-1894,8/20/2020 0:00,736.04,Home & Garden,Excellent,France,58,female,Shipped,No,7.72
CUST_100170,Charles Taylor,USER170@GMAIL.COM,436-701-4153,30-08-2021,739.7,Spts,1,Canada,68,Female,Delivered,Yes,18.61
CUST_100611,Ruth Hernandez,  user287@gmail.com  ,733-451-5939,11/1/2020 0:00,671.82,Sports,,UK,40,Male,Delivered,No,
CUST_101449,DONALD SMITH,donald.91@gmail.com,531-283-3679,2/14/2023 0:00,142.64,Sports,4,,6,Male,Pending,Yes,36.66
CUST_101963,Karen Gonzalez,karen.65@gmail.com,642.310.5030,4/8/2019 0:00,333.5,Books,2,de,50,Female,Shipped,Yes,8.78
CUST_101975,John Jackson,user1975@invalid,863-796-3553,3/31/2018 0:00,753.38,Clothing,3,FR,63,Female,Cancelled,Yes,
CUST_100926,Donna Rodriguez,donna.44@hotmail.com,771-257-9265,6/29/2019 0:00,489.92,Automotive,1,United Kingdom,42,Male,Delivered,Yes,$27.09 
CUST_100694,Maria Jones,maria.43@yahoo.com,469-969-3283,7/19/2022 0:00,74.25,Automotive,6,FR,79,Female,Pending,Y,
CUST_100272,Jane Wilson,jane.77@outlook.com,682-602-8539,2/10/2020 0:00,179.55,Sports,1,United Kingdom,,Male,Shipped,Yes,17.17
CUST_101620,Ruth Johnson,ruth.70@outlook.com,491-433-4267,12/10/2020 0:00,$456.34 ,Clothing,8,AUS,37,Male,Pending,,38.52
CUST_100752,Matthew Martin,user752@invalid,461-191-2165,8/18/2021 0:00,577.7,Sports,2,Japan,39,Female,Pending,yes,28.96
CUST_100985,Jane Hernandez,,780-266-5974,9/30/2020 0:00,718.43,Home & Garden,3,France,78,Female,Cancled,No,$42.65 
CUST_100371,John Gonzalez,john.35@yahoo.com,797-250-5166,,$145.82 ,Clothing,5,United Kingdom,55,Male,Shipped,,23.41
CUST_100222,Nancy Smith,  user265@gmail.com  ,413-535-7178,3/14/2019 0:00,453.86,Automotive,2,CAN,34,Female,Shipped,No,7.35 USD
CUST_101301,David Davis,david.19@,185-244-7605,12/14/2019 0:00,350.66,Toys,3,JP,28,Female,Pending,No,34.29
CUST_100610,Richard Anderson,richard.81@hotmail.com,5562012226,,11.3,,,United Kingdom,78,Female,Cancelled,Yes,5.02
CUST_101913,Maria Garcia,maria.22@hotmail.com,962-294-8998,5/11/2021 0:00,$668.69 ,SPORTS,,Australia,43,Female,Pending,Yes,31.5
CUST_100518,Jennifer Martinez,jennifer.35@outlook.com,,4/7/2022 0:00,400.93,Toys,,USA,60,Male,Shipped,Yes,16.68
CUST_100334,Mark Davis,mark.82@yahoo.com,425.759.1648,8/12/2024 0:00,$690.33 ,Home & Garden,5,Canada,77,Male,Delvered,Yes,19.41
CUST_100756,Donna Jackson,donna.79@outlook.com,,1/24/2020 0:00,77.6,  Toys  ,Excellent,Canada,18,Female,Shipped,Yes,21.4
CUST_101220,Sandra Lopez,,652-650-4197,10/1/2024 0:00,524.63,Toys,5,Japan,51,Male,Shipped,No,9.88
CUST_101103,Michael Wilson,michael.78@outlook.com,218-548-2933,6/30/2018 0:00,491.11,Toys,5,CAN,67,Female,Cancelled,Yes,25.3
CUST_101379,Carol Taylor,user1379@invalid,185-276-8264,7/2/2022 0:00,160.15,Toys,2,France,66,Female,Delivered,No,
CUST_100015,Mark Garcia,mark.55@hotmail.com,756-254-1947,6/20/2019 0:00,60.96,,1,usa,44,Male,Shipped,Y,47.63
CUST_101518,SUSAN MOORE,susan.66@outlook.com,560-260-3910,6/15/2024 0:00,634.98,Clothing,3,Germany,51,Female,Cancelled,Yes,10.51
CUST_100915,Betty Jones,,634-640-4940,5/26/2019 0:00,500.77,Sports,5,DE,54,Male,Cancelled,No,32.08
CUST_101610,Michael Gonzalez,michael.21@yahoo.com,976-954-5974,10/13/2018 0:00,304.64,Sports,4,DE,28,Female,delivered,Yes,$19.84 
CUST_101761,Maria Martinez,maria.99@gmail.com,636-205-8718,6/11/2021 0:00,,  Toys  ,5,US,49,Female,SHIPPED,No,39.51
CUST_100570,Thomas Wilson,thomas.82@,,9/18/2019 0:00,85.62,Home & Garden,1,Germany,27,Female,Delivered,,49.47
CUST_101037,Thomas Martin,thomas.59@,933-535-3427,11/16/2022 0:00,500.68,,1,USA,47,Male,Cancelled,Yes,$7.74 
CUST_100986,Steven Martin,steven.25@yahoo.com,166-918-5828,10/8/2021 0:00,86.11 USD,Books,5,Germany,69,Male,Pending,Yes,30.61
CUST_100465,William Brown,william.29@gmail.com,537-795-3756,4/22/2020 0:00,368.77,Toys,Good,United Kingdom,80,Female,Shipped,No,9.17
CUST_101865,Emma Hernandez,emma.84@yahoo.com,128-919-7141,9/1/2019 0:00,657.05,Clothing,5,fr,28,Male,Delivered,Yes,37.97
CUST_100199,Emma Anderson,emma.21@outlook.com,447-967-5029,8/15/2021 0:00,602.52,Books,3,United States,,Female,Shipd,No,15.91
CUST_101261,Mark Moore,mark.40@hotmail.com,155-374-8954,12/6/2023 0:00,513.87,Sports,4,US,68,Female,Shipped,Yes,42.29
CUST_101107,Michael Hernandez,michael.81@company.com,927-912-9785,10/15/2023,199.03,Clothing,5,France,,Male,Cancelled,No,
CUST_101185,Ruth Davis,ruth.83@hotmail.com,617-178-6935,8/16/2021 0:00,,Sports,2,FR,,Male,Pending,No,12.54
CUST_101360,Matthew Johnson,,113-721-5473,N/A,602.83,BOOKS,4,,54,Female,Cancelled,No,49.55
CUST_101717,Nancy Garcia,nancy.42@company.com,971-135-7308,4/19/2019 0:00,369.78 USD,Electronics,3,United States,79,Female,Cancelled,Yes,40.4
CUST_100591,Charles Rodriguez,charles.96@,296-249-7984,3/27/2023 0:00,402.11,,1,USA,2,Male,Shipped,No,10.34
CUST_101525,Michael Moore,michael.45@yahoo.com,355-270-8731,4/16/2018 0:00,113.57,Toys,3,CAN,23,Male,Delivered,Yes,8.53
CUST_101466,Sarah Garcia,sarah.84@,,9/28/2018 0:00,721.41,Electronics,5,,66,Male,Shipped,No,10.54
CUST_101481,Betty Smith,user1481@invalid,288-864-5208,1/29/2024 0:00,631.08,Clothing,1,DE,62,Female,Pending,Yes,$7.54 
CUST_101393,Michael Gonzalez,michael.94@yahoo.com,282-385-3300,12/19/2020 0:00,704.06,Books,N/A,DE,69,Male,Pending,No,41.91
CUST_101799,Daniel Brown,daniel.83@yahoo.com,276-964-9189,2/16/2019 0:00,566.4,Automotive,5,Canada,70,Male,Cancelled,Yes,23.9
CUST_100618,Anthony Gonzalez,john.smith@gmail.com,3808133112,8/6/2018 0:00,15.77,Electronics,1,FR,48,Male,Shipped,Yes,17.24
CUST_100043,Betty Garcia,betty.77@yahoo.com,556-179-7050,3/10/2019 0:00,,Books,2,FR,54,Male,Delivered,Yes,10.45
CUST_100274,Ruth Moore,ruth.72@outlook.com,567-455-5873,6/30/2018 0:00,47.01,Books,4,JP,41,Female,Pendng,Yes,45.59
CUST_101543,Nancy Hernandez,nancy.77@outlook.com,227-206-3391,6/13/2021 0:00,366.56,Electronics,2,US,57,Male,Delivered,Yes,25.85
CUST_100101,Donald Williams,donald.58@gmail.com,,29-Feb-24,360.72,Clothing,1,Australia,twenty-five,Male,Cancelled,TRUE,45.1 EUR
CUST_100948,Anthony Anderson,,203-325-5395,18-Feb-21,372.74,Sports,4,DE,51,Female,Delivered,Yes,15.03
CUST_101897,William Moore,william.86@hotmail.com,6501538107,,17.68,,-1,AUS,73,Female,Cancelled,No,10
CUST_101033,David Johnson,david.93@,816-659-4282,5/24/2018 0:00,142.03,Clothing,1,United Kingdom,26,Female,Cancelled,No,47.49
CUST_100107,carol martin,carol.58@yahoo.com,6466762145,N/A,198.1,Home & Garden,2,DE,70,,Pending,No,27.08
CUST_100988,Richard Jones,,,7/13/2023 0:00,756.55,Sports,5,Germany,33,Male,Pending,No,19.65
CUST_100497,Nancy Wilson,  user410@gmail.com  ,555-243-9035,12/19/2021 0:00,693.65,Automotive,9,JP,18,Female,Pending,No,28.05
CUST_912611,Matthew Garcia,matthew.84@,229-990-1558,2/13/2018 0:00,741.76,Clothing,1,CAN,72,Female,Pending,No,$28.85 
CUST_100962,Carol Jones,carol.12@gmail.com,637-615-3741,2/9/2019 0:00,470.02,TOYS,5,France,39,Female,Cancelled,No,34.54
CUST_100966,JENNIFER GONZALEZ,jennifer.55@outlook.com,359-473-8516,3/15/2019 0:00,757.99,Books,1,United Kingdom,34,Male,Cancled,Yes,10.23
CUST_101293,Betty Thomas,,819-646-9300,10/27/2022 0:00,735.16,Sports,6,Canada,37,Female,Pending,No,$28.32 
CUST_101116,Michael Gonzalez,michael.49@,475-898-5795,3/13/2024 0:00,650,Clothing,5,Australia,58,Female,Delivered,Yes,47.98
CUST_101160,JOHN LOPEZ,user1160@invalid,116-794-6789,4/5/2021 0:00,465.57,Clothing,4,JP,72,Female,Delivered,No,30.48
CUST_101356,Sus@n Thom@s,susan.31@company.com,283-865-1174,1/11/2021 0:00,420.84,Electronics,1,France,39,Male,Cancelled,No,$18.51 
CUST_101161,Nancy Jackson,nancy.99@hotmail.com,145-714-4845,12/13/2023 0:00,358.82,Electronics,1,France,42,Male,Cancelled,Yes,46.71
CUST_100940,William Martin,william.24@outlook.com,532-298-5816,9/21/2020 0:00,638.74,Toys,,CAN,32,Male,Delivered,No,33.21
CUST_100072,RICHARD GONZALEZ,user72@,226-759-2395,9/5/2018 0:00,142.45,Books,1,Japan,27,Male,Cancelled,YES,
CUST_100817,Nancy Johnson,nancy.29@outlook.com,760-820-7484,9/28/2018 0:00,182.08,Sports,,UK,78,Female,Delivered,No,45.39
CUST_101270,Charles Gonzalez,charles.24@gmail.com,260-958-9776,3/16/2021 0:00,253.54,Books,2,CAN,53,Female,Shipped,Yes,31.46
CUST_101221,Richard Jones,richard.72@,,10/29/2018 0:00,133.79,Home & Garden,4,Germany,57,Female,CANCELLED,Yes,12.1
CUST_100832,Mark Rodriguez,  user179@gmail.com  ,746-690-7422,9/1/2026,597.54,Books,5,Japan,60,Female,Shipped,No,10.51
CUST_100481,Anthony Jones,anthony.78@yahoo.com,,3/23/2027,94.09 USD,Automotive,1.7,USA,80,Male,Shipped,No,48.36
CUST_101120,Carol Martin,carol.32@gmail.com,822-736-8966,4/5/2024 0:00,5.65,Clothing,4,Japan,21,Male,Pending,No,
CUST_100506,Jane Martin,jane.67@outlook.com,792-535-3346,7/23/2022,$226.60 ,Books,4,Canada,48,Female,Pending,No,23.82
CUST_100736,Sandra Jones,sandra.76@hotmail.com,491-588-1612,8/28/2019 0:00,192.87 USD,Electronics,1,Japan,66,Male,Delivered,Yes,9.76
CUST_100836,Mark Martin,mark.67@outlook.com,,7/7/2022 0:00,473.33,Clothing,1,US,66,Female,Pending,Yes,37.31
CUST_990951,Daniel Thomas,daniel.52@,791-901-1425,11/3/2018,633.64,Electronics,1,Canada,18,Female,Delivered,Yes,44.15
CUST_101357,Karen Miller,,4696384193,,421.08,  Sports  ,4,US,68,Female,Shipd,No,19.69
CUST_101544,Mark Martinez,,876-945-2831,4/17/2021,328.61,Boks,4,DE,43,Female,Delivered,No,22.09
CUST_100939,Matthew Miller,matthew.46@gmail.com,200-150-7267,12/17/2021 0:00,640.65,Home & Garden,3,AUS,29,Male,,No,47.58
CUST_100311,Thomas Wilson,thomas.50@hotmail.com,318.208.6842,6/6/2022 0:00,185.47,Sports,,FR,56,Male,Shipped,No,8.48
CUST_101604,Michael Lopez,,583-205-5916,4/13/2021 0:00,550.62,Home & Garden,5,US,49,Female,Pending,No,
CUST_100405,Michael Jackson,michael.13@hotmail.com,994-438-2641,7/16/2019 0:00,764.55,Electronics,2,UK,66,Male,Cancelled,Yes,16.65
CUST_101563,Lisa Gonzalez,lisa.43@,613-421-9574,1/28/2018 0:00,243.59,Automotive,1,AUS,44,Female,Delivered,Yes,28.42
CUST_100759,Robert Jackson,robert.91@company.com,798-523-9289,10/2/2021,289.41,Books,1,DE,65,Female,,No,22.9
CUST_101548,Maria Taylor,  user237@gmail.com  ,826-603-5009,5/28/2020 0:00,"$3,247.00 ",Sports,4,Canada,67,male,Delivered,Yes,
CUST_100309,Karen Martin,karen.22@yahoo.com,(434) 430-4105,8/26/2021 0:00,461.33,Sports,5,Australia,37,Male,pending,Yes,
CUST_100226,Donald Lopez,,576-624-6511,5/27/2020 0:00,718.68,Books,1,AUS,69,Female,Cancelled,No,33.56
CUST_101775,Charles Garcia,john.smith@gmail.com,436-529-5116,26-02-2021,$560.60 ,Automotive,,Canada,67,Male,Shipped,No,19.24
CUST_100771,John Garcia,john.62@company.com,587-217-5560,5/20/2022 0:00,519.58,Electronics,2,Australia,69,Male,Cancelled,No,18.15
CUST_101599,CHARLES JONES,charles.24@gmail.com,283-167-8078,10/31/2023 0:00,461.40 USD,Home & Garden,5,CAN,79,Male,Cancelled,yes,38.47
CUST_100900,Lisa Wilson,lisa.98@,605-727-1771,3/2/2019 0:00,126.63,Toys,5,DE,61,Male,Pending,Yes,15.92
CUST_100865,Mark Taylor,  user270@gmail.com  ,928-607-8144,2/23/2021 0:00,743.48,Cloth,5,United Kingdom,123,Male,Pending,Yes,49.79
CUST_100148,Thomas Moore,thomas.34@yahoo.com,1836851415,10/13/2024 0:00,424.52,Clothing,1,UK,80,Male,Cancelled,No,21.62
CUST_101860,Donald Miller,donald.24@,196-636-5223,12/4/2022 0:00,236.19,Automotive,5,France,32,Male,Cancelled,No,16.23
CUST_101457,"  Jane Martinez  	",jane.75@,218-718-8377,5/19/2018 0:00,103.01,Cloth,4,USA,,Female,SHIPPED,Yes,20.59 USD
CUST_100906,Mark Garcia,mark.25@yahoo.com,(430) 982-8138,6/20/2024 0:00,,Clothing,5,France,62,Male,Delivered,No,8.93
CUST_100889,Carol Hernandez,carol.98@outlook.com,147-381-7901,9/27/2021,526.54,Clothing,1,JP,26,Female,Delivered,Yes,
CUST_101506,Matthew Gonzalez,matthew.57@yahoo.com,270-739-6761,6/30/2019 0:00,556.65,Automotive,2,Canada,79,Female,Delivered,No,41.97
CUST_100575,Mark Johnson,  user426@gmail.com  ,(600) 663-9119,8/14/2023 0:00,$500.11 ,Sports,1,United States,77,Female,Cancelled,No,21.69
CUST_100557,HELEN BROWN,  user186@gmail.com  ,,6/30/2021 0:00,355.58,Toys,4,US,80,Male,Shipped,Yes,28.53
CUST_101159,Lisa Thomas,lisa.69@company.com,162-831-5244,8/12/2022 0:00,591.85,,4,United States,19,Male,Shipped,Yes,20.45
CUST_101075,William Garcia,,549-537-7162,N/A,41.15,Books,5,United States,54,Female,Shipped,Yes,43.31 USD
CUST_101389,Emma Martin,  user272@gmail.com  ,571-183-5042,11/13/2021 0:00,,Sports,2,Australia,76,Female,Delivered,No,
CUST_101852,Thomas Brown,thomas.16@yahoo.com,439-191-2542,,13.12,Home & Garden,3,Canada,57,Male,Pending,Yes,29.93
CUST_101803,Donald Martinez,USER1803@GMAIL.COM,420-736-9146,2/8/2024 0:00,7.75,Clothing,3,,70,Male,Delivered,No,$39.33 
CUST_100679,John Gonzalez,john.10@company.com,982-252-3401,9/20/2019 0:00,462.61,Electronics,5,Canada,74,Female,Cancelled,No,11.32
CUST_100167,Jane Hernandez,jane.89@company.com,575-914-8014,1/31/2023 0:00,129.91,Sports,2,US,42,Female,Shipped,Yes,23.03
CUST_101669,Susan Anderson,susan.50@hotmail.com,550-226-7145,1/5/2023 0:00,290.02,Electronics,4,United States,75,Male,Shipped,No,10.1
CUST_100286,Robert Wilson,user286@invalid,,4/12/2021 0:00,62.63,Automotive,2,United States,23,,Delivered,Yes,43.99
CUST_101676,Donna Hernandez,donna.94@company.com,858-719-6871,4/6/2019 0:00,"$3,209.00 ",Electronics,4,Australia,31,Male,Pending,Yes,21.18
